SsOH,C1SP2,minHBa,maxssO,ALogP,ATSc1,ATSc3,ATSc5,BCUTc-1l,BCUTc-1h,BCUTp-1h,mindssC,minsssN,hmin,LipoaffinityIndex,MAXDP2,ETA_BetaP_s,nHBAcc,nBondsD2,nsssCH,bianhua
4.2,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
4.4,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
4.6,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
4.8,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
5,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
5.2,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
5.4,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
5.6,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
5.8,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
6,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
6.2,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
6.4,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
6.6,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
6.8,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
7,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
7.2,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
7.4,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
7.6,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
7.8,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
8,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
8.2,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
8.4,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
8.6,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
8.8,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
9,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
9.2,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
9.4,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
9.6,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
9.8,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
10,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
10.2,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
10.4,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
10.6,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
10.8,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
11,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
11.2,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
11.4,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
11.6,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
11.8,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
12,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
12.2,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
12.4,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
12.6,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
12.8,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
13,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
13.2,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
13.4,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
13.6,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
13.8,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
14,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
14.2,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
14.4,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
14.6,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
14.8,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
15,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
15.2,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
15.4,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
15.6,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
15.8,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
16,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
16.2,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
16.4,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
16.6,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
16.8,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
17,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
17.2,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
17.4,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
17.6,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
17.8,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
18,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
18.2,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
18.4,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
18.6,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
18.8,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
19,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
19.2,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
19.4,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
19.6,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
19.8,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
20,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
20.2,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
20.4,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
20.6,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
20.8,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
21,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
21.2,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
21.4,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
21.6,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
21.8,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
22,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
22.2,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
22.4,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
22.6,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
22.8,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
23,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
23.2,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
23.4,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
23.6,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
23.8,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
24,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
24.2,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
24.4,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
24.6,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
24.8,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
25,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
25.2,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
25.4,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
25.6,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
25.8,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
26,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
26.2,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
26.4,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
26.6,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
26.8,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.839842
27,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.7687497
27.2,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.7687497
27.4,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.7687497
27.6,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.7687497
27.8,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.7687497
28,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.7687497
28.2,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.7687497
28.4,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.7687497
28.6,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.7687497
28.8,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.7687497
29,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.7687497
29.2,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.7687497
29.4,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.7687497
29.6,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.7687497
29.8,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.7687497
30,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.7687497
30.2,0,0,0,0,0,0,0,-1.11E-16,1.39E-17,1.78E-15,1.11E-16,0,-5.55E-17,-1.78E-15,8.88E-16,1.11E-16,0,0,0,5.7687497
